group,name,version,license,optional,installScript,review,lockPath
development,app-builder-lib/node_modules/@electron/get/node_modules/fs-extra,8.1.0,MIT,false,false,permissive-or-public-domain,node_modules/app-builder-lib/node_modules/@electron/get/node_modules/fs-extra
development,app-builder-lib/node_modules/@electron/get/node_modules/semver,6.3.1,ISC,false,false,permissive-or-public-domain,node_modules/app-builder-lib/node_modules/@electron/get/node_modules/semver
development,app-builder-lib/node_modules/ci-info,4.3.1,MIT,false,false,permissive-or-public-domain,node_modules/app-builder-lib/node_modules/ci-info
development,app-builder-lib/node_modules/fs-extra,10.1.0,MIT,false,false,permissive-or-public-domain,node_modules/app-builder-lib/node_modules/fs-extra
development,app-builder-lib/node_modules/fs-extra/node_modules/jsonfile,6.2.0,MIT,false,false,permissive-or-public-domain,node_modules/app-builder-lib/node_modules/fs-extra/node_modules/jsonfile
development,app-builder-lib/node_modules/fs-extra/node_modules/universalify,2.0.1,MIT,false,false,permissive-or-public-domain,node_modules/app-builder-lib/node_modules/fs-extra/node_modules/universalify
development,app-builder-lib/node_modules/semver,7.7.4,ISC,false,false,permissive-or-public-domain,node_modules/app-builder-lib/node_modules/semver
development,aria-query,5.3.0,Apache-2.0,false,false,permissive-or-public-domain,node_modules/aria-query
development,assert-plus,1.0.0,MIT,true,false,permissive-or-public-domain,node_modules/assert-plus
development,assertion-error,2.0.1,MIT,false,false,permissive-or-public-domain,node_modules/assertion-error
development,astral-regex,2.0.0,MIT,true,false,permissive-or-public-domain,node_modules/astral-regex
development,async,3.2.6,MIT,false,false,permissive-or-public-domain,node_modules/async
development,async-exit-hook,2.0.1,MIT,false,false,permissive-or-public-domain,node_modules/async-exit-hook
development,asynckit,0.4.0,MIT,false,false,permissive-or-public-domain,node_modules/asynckit
development,at-least-node,1.0.0,ISC,false,false,permissive-or-public-domain,node_modules/at-least-node
development,balanced-match,4.0.4,MIT,false,false,permissive-or-public-domain,node_modules/balanced-match
development,base64-js,1.5.1,MIT,false,false,permissive-or-public-domain,node_modules/base64-js
development,baseline-browser-mapping,2.10.0,Apache-2.0,false,false,permissive-or-public-domain,node_modules/baseline-browser-mapping
development,bidi-js,1.0.3,MIT,false,false,permissive-or-public-domain,node_modules/bidi-js
development,bl,4.1.0,MIT,false,false,permissive-or-public-domain,node_modules/bl
development,boolean,3.2.0,MIT,true,false,permissive-or-public-domain,node_modules/boolean
development,brace-expansion,5.0.4,MIT,false,false,permissive-or-public-domain,node_modules/brace-expansion
development,browserslist,4.28.1,MIT,false,false,permissive-or-public-domain,node_modules/browserslist
development,buffer,5.7.1,MIT,false,false,permissive-or-public-domain,node_modules/buffer
development,buffer-from,1.1.2,MIT,false,false,permissive-or-public-domain,node_modules/buffer-from
development,builder-util,26.8.1,MIT,false,false,permissive-or-public-domain,node_modules/builder-util
development,builder-util-runtime,9.5.1,MIT,false,false,permissive-or-public-domain,node_modules/builder-util-runtime
development,builder-util/node_modules/fs-extra,10.1.0,MIT,false,false,permissive-or-public-domain,node_modules/builder-util/node_modules/fs-extra
development,builder-util/node_modules/jsonfile,6.2.0,MIT,false,false,permissive-or-public-domain,node_modules/builder-util/node_modules/jsonfile
development,builder-util/node_modules/universalify,2.0.1,MIT,false,false,permissive-or-public-domain,node_modules/builder-util/node_modules/universalify
development,cac,6.7.14,MIT,false,false,permissive-or-public-domain,node_modules/cac
development,cacache,19.0.1,ISC,false,false,permissive-or-public-domain,node_modules/cacache
development,cacache/node_modules/balanced-match,1.0.2,MIT,false,false,permissive-or-public-domain,node_modules/cacache/node_modules/balanced-match
development,cacache/node_modules/brace-expansion,2.0.2,MIT,false,false,permissive-or-public-domain,node_modules/cacache/node_modules/brace-expansion
development,cacache/node_modules/glob,10.4.5,ISC,false,false,permissive-or-public-domain,node_modules/cacache/node_modules/glob
development,cacache/node_modules/lru-cache,10.4.3,ISC,false,false,permissive-or-public-domain,node_modules/cacache/node_modules/lru-cache
development,cacache/node_modules/minimatch,9.0.9,ISC,false,false,permissive-or-public-domain,node_modules/cacache/node_modules/minimatch
development,cacheable-lookup,5.0.4,MIT,false,false,permissive-or-public-domain,node_modules/cacheable-lookup
development,cacheable-request,7.0.4,MIT,false,false,permissive-or-public-domain,node_modules/cacheable-request
development,call-bind-apply-helpers,1.0.2,MIT,false,false,permissive-or-public-domain,node_modules/call-bind-apply-helpers
development,caniuse-lite,1.0.30001776,CC-BY-4.0,false,false,manual-attribution-review,node_modules/caniuse-lite
development,chai,6.2.2,MIT,false,false,permissive-or-public-domain,node_modules/chai
development,chalk,4.1.2,MIT,false,false,permissive-or-public-domain,node_modules/chalk
development,chownr,3.0.0,BlueOak-1.0.0,false,false,permissive-or-public-domain,node_modules/chownr
development,chromium-pickle-js,0.2.0,MIT,false,false,permissive-or-public-domain,node_modules/chromium-pickle-js
development,ci-info,4.4.0,MIT,false,false,permissive-or-public-domain,node_modules/ci-info
development,cli-cursor,3.1.0,MIT,false,false,permissive-or-public-domain,node_modules/cli-cursor
development,cli-spinners,2.9.2,MIT,false,false,permissive-or-public-domain,node_modules/cli-spinners
development,cli-truncate,2.1.0,MIT,true,false,permissive-or-public-domain,node_modules/cli-truncate
development,cliui,8.0.1,ISC,false,false,permissive-or-public-domain,node_modules/cliui
development,clone,1.0.4,MIT,false,false,permissive-or-public-domain,node_modules/clone
development,clone-response,1.0.3,MIT,false,false,permissive-or-public-domain,node_modules/clone-response
development,color-convert,2.0.1,MIT,false,false,permissive-or-public-domain,node_modules/color-convert
development,color-name,1.1.4,MIT,false,false,permissive-or-public-domain,node_modules/color-name
development,combined-stream,1.0.8,MIT,false,false,permissive-or-public-domain,node_modules/combined-stream
development,commander,5.1.0,MIT,false,false,permissive-or-public-domain,node_modules/commander
development,compare-version,0.1.2,MIT,false,false,permissive-or-public-domain,node_modules/compare-version
development,concat-map,0.0.1,MIT,false,false,permissive-or-public-domain,node_modules/concat-map
development,convert-source-map,2.0.0,MIT,false,false,permissive-or-public-domain,node_modules/convert-source-map
development,core-util-is,1.0.2,MIT,true,false,permissive-or-public-domain,node_modules/core-util-is
development,crc,3.8.0,MIT,true,false,permissive-or-public-domain,node_modules/crc
development,cross-dirname,0.1.0,MIT,true,false,permissive-or-public-domain,node_modules/cross-dirname
development,cross-spawn,7.0.6,MIT,false,false,permissive-or-public-domain,node_modules/cross-spawn
development,cross-spawn/node_modules/isexe,2.0.0,ISC,false,false,permissive-or-public-domain,node_modules/cross-spawn/node_modules/isexe
development,cross-spawn/node_modules/which,2.0.2,ISC,false,false,permissive-or-public-domain,node_modules/cross-spawn/node_modules/which
development,css-tree,3.2.1,MIT,false,false,permissive-or-public-domain,node_modules/css-tree
development,css.escape,1.5.1,MIT,false,false,permissive-or-public-domain,node_modules/css.escape
development,data-urls,7.0.0,MIT,false,false,permissive-or-public-domain,node_modules/data-urls
development,decimal.js,10.6.0,MIT,false,false,permissive-or-public-domain,node_modules/decimal.js
development,decompress-response,6.0.0,MIT,false,false,permissive-or-public-domain,node_modules/decompress-response
development,decompress-response/node_modules/mimic-response,3.1.0,MIT,false,false,permissive-or-public-domain,node_modules/decompress-response/node_modules/mimic-response
development,deep-is,0.1.4,MIT,false,false,permissive-or-public-domain,node_modules/deep-is
development,defaults,1.0.4,MIT,false,false,permissive-or-public-domain,node_modules/defaults
development,defer-to-connect,2.0.1,MIT,false,false,permissive-or-public-domain,node_modules/defer-to-connect
development,define-data-property,1.1.4,MIT,true,false,permissive-or-public-domain,node_modules/define-data-property
development,define-properties,1.2.1,MIT,true,false,permissive-or-public-domain,node_modules/define-properties
development,delayed-stream,1.0.0,MIT,false,false,permissive-or-public-domain,node_modules/delayed-stream
development,detect-libc,2.1.2,Apache-2.0,false,false,permissive-or-public-domain,node_modules/detect-libc
development,detect-node,2.1.0,MIT,true,false,permissive-or-public-domain,node_modules/detect-node
development,dir-compare,4.2.0,MIT,false,false,permissive-or-public-domain,node_modules/dir-compare
development,dir-compare/node_modules/balanced-match,1.0.2,MIT,false,false,permissive-or-public-domain,node_modules/dir-compare/node_modules/balanced-match
development,dir-compare/node_modules/brace-expansion,1.1.12,MIT,false,false,permissive-or-public-domain,node_modules/dir-compare/node_modules/brace-expansion
development,dir-compare/node_modules/minimatch,3.1.5,ISC,false,false,permissive-or-public-domain,node_modules/dir-compare/node_modules/minimatch
development,dmg-builder,26.8.1,MIT,false,false,permissive-or-public-domain,node_modules/dmg-builder
development,dmg-builder/node_modules/fs-extra,10.1.0,MIT,false,false,permissive-or-public-domain,node_modules/dmg-builder/node_modules/fs-extra
development,dmg-builder/node_modules/jsonfile,6.2.0,MIT,false,false,permissive-or-public-domain,node_modules/dmg-builder/node_modules/jsonfile
development,dmg-builder/node_modules/universalify,2.0.1,MIT,false,false,permissive-or-public-domain,node_modules/dmg-builder/node_modules/universalify
development,dmg-license,1.0.11,MIT,true,false,permissive-or-public-domain,node_modules/dmg-license
development,dom-accessibility-api,0.5.16,MIT,false,false,permissive-or-public-domain,node_modules/dom-accessibility-api
development,dotenv,16.6.1,BSD-2-Clause,false,false,permissive-or-public-domain,node_modules/dotenv
development,dotenv-expand,11.0.7,BSD-2-Clause,false,false,permissive-or-public-domain,node_modules/dotenv-expand
development,dunder-proto,1.0.1,MIT,false,false,permissive-or-public-domain,node_modules/dunder-proto
development,eastasianwidth,0.2.0,MIT,false,false,permissive-or-public-domain,node_modules/eastasianwidth
development,ejs,3.1.10,Apache-2.0,false,false,permissive-or-public-domain,node_modules/ejs
development,electron-builder,26.8.1,MIT,false,false,permissive-or-public-domain,node_modules/electron-builder
development,electron-builder-squirrel-windows,26.8.1,MIT,false,false,permissive-or-public-domain,node_modules/electron-builder-squirrel-windows
development,electron-builder/node_modules/fs-extra,10.1.0,MIT,false,false,permissive-or-public-domain,node_modules/electron-builder/node_modules/fs-extra
development,electron-builder/node_modules/jsonfile,6.2.0,MIT,false,false,permissive-or-public-domain,node_modules/electron-builder/node_modules/jsonfile
development,electron-builder/node_modules/universalify,2.0.1,MIT,false,false,permissive-or-public-domain,node_modules/electron-builder/node_modules/universalify
development,electron-publish,26.8.1,MIT,false,false,permissive-or-public-domain,node_modules/electron-publish
development,electron-publish/node_modules/fs-extra,10.1.0,MIT,false,false,permissive-or-public-domain,node_modules/electron-publish/node_modules/fs-extra
development,electron-publish/node_modules/jsonfile,6.2.0,MIT,false,false,permissive-or-public-domain,node_modules/electron-publish/node_modules/jsonfile
development,electron-publish/node_modules/universalify,2.0.1,MIT,false,false,permissive-or-public-domain,node_modules/electron-publish/node_modules/universalify
development,electron-to-chromium,1.5.307,ISC,false,false,permissive-or-public-domain,node_modules/electron-to-chromium
development,electron-vite,5.0.0,MIT,false,false,permissive-or-public-domain,node_modules/electron-vite
development,electron-winstaller,5.4.0,MIT,false,true,permissive-or-public-domain,node_modules/electron-winstaller
development,electron-winstaller/node_modules/fs-extra,7.0.1,MIT,false,false,permissive-or-public-domain,node_modules/electron-winstaller/node_modules/fs-extra
development,emoji-regex,8.0.0,MIT,false,false,permissive-or-public-domain,node_modules/emoji-regex
development,encoding,0.1.13,MIT,true,false,permissive-or-public-domain,node_modules/encoding
development,end-of-stream,1.4.5,MIT,false,false,permissive-or-public-domain,node_modules/end-of-stream
development,enhanced-resolve,5.20.0,MIT,false,false,permissive-or-public-domain,node_modules/enhanced-resolve
development,entities,6.0.1,BSD-2-Clause,false,false,permissive-or-public-domain,node_modules/entities
development,env-paths,2.2.1,MIT,false,false,permissive-or-public-domain,node_modules/env-paths
development,err-code,2.0.3,MIT,false,false,permissive-or-public-domain,node_modules/err-code
development,es-define-property,1.0.1,MIT,false,false,permissive-or-public-domain,node_modules/es-define-property
development,es-errors,1.3.0,MIT,false,false,permissive-or-public-domain,node_modules/es-errors
development,es-module-lexer,2.0.0,MIT,false,false,permissive-or-public-domain,node_modules/es-module-lexer
development,es-object-atoms,1.1.1,MIT,false,false,permissive-or-public-domain,node_modules/es-object-atoms
development,es-set-tostringtag,2.1.0,MIT,false,false,permissive-or-public-domain,node_modules/es-set-tostringtag
development,es6-error,4.1.1,MIT,true,false,permissive-or-public-domain,node_modules/es6-error
development,esbuild,0.25.12,MIT,false,true,permissive-or-public-domain,node_modules/esbuild
development,escalade,3.2.0,MIT,false,false,permissive-or-public-domain,node_modules/escalade
development,escape-string-regexp,4.0.0,MIT,false,false,permissive-or-public-domain,node_modules/escape-string-regexp
development,eslint,10.0.2,MIT,false,false,permissive-or-public-domain,node_modules/eslint
development,eslint-scope,9.1.1,BSD-2-Clause,false,false,permissive-or-public-domain,node_modules/eslint-scope
development,eslint-visitor-keys,5.0.1,Apache-2.0,false,false,permissive-or-public-domain,node_modules/eslint-visitor-keys
development,espree,11.1.1,BSD-2-Clause,false,false,permissive-or-public-domain,node_modules/espree
development,esquery,1.7.0,BSD-3-Clause,false,false,permissive-or-public-domain,node_modules/esquery
development,esrecurse,4.3.0,BSD-2-Clause,false,false,permissive-or-public-domain,node_modules/esrecurse
development,estraverse,5.3.0,BSD-2-Clause,false,false,permissive-or-public-domain,node_modules/estraverse
development,estree-walker,3.0.3,MIT,false,false,permissive-or-public-domain,node_modules/estree-walker
development,esutils,2.0.3,BSD-2-Clause,false,false,permissive-or-public-domain,node_modules/esutils
development,expect-type,1.3.0,Apache-2.0,false,false,permissive-or-public-domain,node_modules/expect-type
development,exponential-backoff,3.1.3,Apache-2.0,false,false,permissive-or-public-domain,node_modules/exponential-backoff
development,extsprintf,1.4.1,MIT,true,false,permissive-or-public-domain,node_modules/extsprintf
development,fast-deep-equal,3.1.3,MIT,false,false,permissive-or-public-domain,node_modules/fast-deep-equal
development,fast-json-stable-stringify,2.1.0,MIT,false,false,permissive-or-public-domain,node_modules/fast-json-stable-stringify
development,fast-levenshtein,2.0.6,MIT,false,false,permissive-or-public-domain,node_modules/fast-levenshtein
development,fdir,6.5.0,MIT,false,false,permissive-or-public-domain,node_modules/fdir
development,file-entry-cache,8.0.0,MIT,false,false,permissive-or-public-domain,node_modules/file-entry-cache
development,filelist,1.0.6,Apache-2.0,false,false,permissive-or-public-domain,node_modules/filelist
development,filelist/node_modules/balanced-match,1.0.2,MIT,false,false,permissive-or-public-domain,node_modules/filelist/node_modules/balanced-match
development,filelist/node_modules/brace-expansion,2.0.2,MIT,false,false,permissive-or-public-domain,node_modules/filelist/node_modules/brace-expansion
development,filelist/node_modules/minimatch,5.1.9,ISC,false,false,permissive-or-public-domain,node_modules/filelist/node_modules/minimatch
development,find-up,5.0.0,MIT,false,false,permissive-or-public-domain,node_modules/find-up
development,flat-cache,4.0.1,MIT,false,false,permissive-or-public-domain,node_modules/flat-cache
development,flatted,3.3.4,ISC,false,false,permissive-or-public-domain,node_modules/flatted
development,foreground-child,3.3.1,ISC,false,false,permissive-or-public-domain,node_modules/foreground-child
development,foreground-child/node_modules/signal-exit,4.1.0,ISC,false,false,permissive-or-public-domain,node_modules/foreground-child/node_modules/signal-exit
development,form-data,4.0.5,MIT,false,false,permissive-or-public-domain,node_modules/form-data
development,fs-minipass,3.0.3,ISC,false,false,permissive-or-public-domain,node_modules/fs-minipass
development,fs.realpath,1.0.0,ISC,false,false,permissive-or-public-domain,node_modules/fs.realpath
development,function-bind,1.1.2,MIT,false,false,permissive-or-public-domain,node_modules/function-bind
development,gensync,1.0.0-beta.2,MIT,false,false,permissive-or-public-domain,node_modules/gensync
development,get-caller-file,2.0.5,ISC,false,false,permissive-or-public-domain,node_modules/get-caller-file
development,get-intrinsic,1.3.0,MIT,false,false,permissive-or-public-domain,node_modules/get-intrinsic
development,get-proto,1.0.1,MIT,false,false,permissive-or-public-domain,node_modules/get-proto
development,get-stream,5.2.0,MIT,false,false,permissive-or-public-domain,node_modules/get-stream
development,glob,7.2.3,ISC,false,false,permissive-or-public-domain,node_modules/glob
development,glob-parent,6.0.2,ISC,false,false,permissive-or-public-domain,node_modules/glob-parent
development,glob/node_modules/balanced-match,1.0.2,MIT,false,false,permissive-or-public-domain,node_modules/glob/node_modules/balanced-match
development,glob/node_modules/brace-expansion,1.1.12,MIT,false,false,permissive-or-public-domain,node_modules/glob/node_modules/brace-expansion
development,glob/node_modules/minimatch,3.1.5,ISC,false,false,permissive-or-public-domain,node_modules/glob/node_modules/minimatch
development,global-agent,3.0.0,BSD-3-Clause,true,false,permissive-or-public-domain,node_modules/global-agent
development,global-agent/node_modules/semver,7.7.4,ISC,true,false,permissive-or-public-domain,node_modules/global-agent/node_modules/semver
development,globals,16.5.0,MIT,false,false,permissive-or-public-domain,node_modules/globals
development,globalthis,1.0.4,MIT,true,false,permissive-or-public-domain,node_modules/globalthis
development,gopd,1.2.0,MIT,false,false,permissive-or-public-domain,node_modules/gopd
development,got,11.8.6,MIT,false,false,permissive-or-public-domain,node_modules/got
development,has-flag,4.0.0,MIT,false,false,permissive-or-public-domain,node_modules/has-flag
development,has-property-descriptors,1.0.2,MIT,true,false,permissive-or-public-domain,node_modules/has-property-descriptors
development,has-symbols,1.1.0,MIT,false,false,permissive-or-public-domain,node_modules/has-symbols
development,has-tostringtag,1.0.2,MIT,false,false,permissive-or-public-domain,node_modules/has-tostringtag
development,hasown,2.0.2,MIT,false,false,permissive-or-public-domain,node_modules/hasown
development,hosted-git-info,4.1.0,ISC,false,false,permissive-or-public-domain,node_modules/hosted-git-info
development,hosted-git-info/node_modules/lru-cache,6.0.0,ISC,false,false,permissive-or-public-domain,node_modules/hosted-git-info/node_modules/lru-cache
development,hosted-git-info/node_modules/yallist,4.0.0,ISC,false,false,permissive-or-public-domain,node_modules/hosted-git-info/node_modules/yallist
development,html-encoding-sniffer,6.0.0,MIT,false,false,permissive-or-public-domain,node_modules/html-encoding-sniffer
development,http-cache-semantics,4.2.0,BSD-2-Clause,false,false,permissive-or-public-domain,node_modules/http-cache-semantics
development,http-proxy-agent,7.0.2,MIT,false,false,permissive-or-public-domain,node_modules/http-proxy-agent
development,http2-wrapper,1.0.3,MIT,false,false,permissive-or-public-domain,node_modules/http2-wrapper
development,https-proxy-agent,7.0.6,MIT,false,false,permissive-or-public-domain,node_modules/https-proxy-agent
development,iconv-corefoundation,1.1.7,MIT,true,false,permissive-or-public-domain,node_modules/iconv-corefoundation
development,iconv-lite,0.6.3,MIT,false,false,permissive-or-public-domain,node_modules/iconv-lite
development,ieee754,1.2.1,BSD-3-Clause,false,false,permissive-or-public-domain,node_modules/ieee754
development,ignore,5.3.2,MIT,false,false,permissive-or-public-domain,node_modules/ignore
development,imurmurhash,0.1.4,MIT,false,false,permissive-or-public-domain,node_modules/imurmurhash
development,indent-string,4.0.0,MIT,false,false,permissive-or-public-domain,node_modules/indent-string
development,inflight,1.0.6,ISC,false,false,permissive-or-public-domain,node_modules/inflight
development,inherits,2.0.4,ISC,false,false,permissive-or-public-domain,node_modules/inherits
development,ip-address,10.1.0,MIT,false,false,permissive-or-public-domain,node_modules/ip-address
development,is-extglob,2.1.1,MIT,false,false,permissive-or-public-domain,node_modules/is-extglob
development,is-fullwidth-code-point,3.0.0,MIT,false,false,permissive-or-public-domain,node_modules/is-fullwidth-code-point
development,is-glob,4.0.3,MIT,false,false,permissive-or-public-domain,node_modules/is-glob
development,is-interactive,1.0.0,MIT,false,false,permissive-or-public-domain,node_modules/is-interactive
development,is-potential-custom-element-name,1.0.1,MIT,false,false,permissive-or-public-domain,node_modules/is-potential-custom-element-name
development,is-unicode-supported,0.1.0,MIT,false,false,permissive-or-public-domain,node_modules/is-unicode-supported
development,isbinaryfile,5.0.7,MIT,false,false,permissive-or-public-domain,node_modules/isbinaryfile
development,isexe,3.1.5,BlueOak-1.0.0,false,false,permissive-or-public-domain,node_modules/isexe
development,jackspeak,3.4.3,BlueOak-1.0.0,false,false,permissive-or-public-domain,node_modules/jackspeak
development,jake,10.9.4,Apache-2.0,false,false,permissive-or-public-domain,node_modules/jake
development,jiti,2.6.1,MIT,false,false,permissive-or-public-domain,node_modules/jiti
development,js-tokens,4.0.0,MIT,false,false,permissive-or-public-domain,node_modules/js-tokens
development,jsdom,29.0.1,MIT,false,false,permissive-or-public-domain,node_modules/jsdom
development,jsdom/node_modules/lru-cache,11.2.7,BlueOak-1.0.0,false,false,permissive-or-public-domain,node_modules/jsdom/node_modules/lru-cache
development,jsesc,3.1.0,MIT,false,false,permissive-or-public-domain,node_modules/jsesc
development,json-buffer,3.0.1,MIT,false,false,permissive-or-public-domain,node_modules/json-buffer
development,json-schema-traverse,0.4.1,MIT,false,false,permissive-or-public-domain,node_modules/json-schema-traverse
development,json-stable-stringify-without-jsonify,1.0.1,MIT,false,false,permissive-or-public-domain,node_modules/json-stable-stringify-without-jsonify
development,json-stringify-safe,5.0.1,ISC,true,false,permissive-or-public-domain,node_modules/json-stringify-safe
development,json5,2.2.3,MIT,false,false,permissive-or-public-domain,node_modules/json5
development,jsonfile,4.0.0,MIT,false,false,permissive-or-public-domain,node_modules/jsonfile
development,keyv,4.5.4,MIT,false,false,permissive-or-public-domain,node_modules/keyv
development,levn,0.4.1,MIT,false,false,permissive-or-public-domain,node_modules/levn
development,lightningcss,1.31.1,MPL-2.0,false,false,manual-copyleft-review,node_modules/lightningcss
development,lightningcss-android-arm64,1.31.1,MPL-2.0,true,false,manual-copyleft-review,node_modules/lightningcss-android-arm64
development,lightningcss-darwin-arm64,1.31.1,MPL-2.0,true,false,manual-copyleft-review,node_modules/lightningcss-darwin-arm64
development,lightningcss-darwin-x64,1.31.1,MPL-2.0,true,false,manual-copyleft-review,node_modules/lightningcss-darwin-x64
development,lightningcss-freebsd-x64,1.31.1,MPL-2.0,true,false,manual-copyleft-review,node_modules/lightningcss-freebsd-x64
development,lightningcss-linux-arm-gnueabihf,1.31.1,MPL-2.0,true,false,manual-copyleft-review,node_modules/lightningcss-linux-arm-gnueabihf
development,lightningcss-linux-arm64-gnu,1.31.1,MPL-2.0,true,false,manual-copyleft-review,node_modules/lightningcss-linux-arm64-gnu
development,lightningcss-linux-arm64-musl,1.31.1,MPL-2.0,true,false,manual-copyleft-review,node_modules/lightningcss-linux-arm64-musl
development,lightningcss-linux-x64-gnu,1.31.1,MPL-2.0,true,false,manual-copyleft-review,node_modules/lightningcss-linux-x64-gnu
development,lightningcss-linux-x64-musl,1.31.1,MPL-2.0,true,false,manual-copyleft-review,node_modules/lightningcss-linux-x64-musl
development,lightningcss-win32-arm64-msvc,1.31.1,MPL-2.0,true,false,manual-copyleft-review,node_modules/lightningcss-win32-arm64-msvc
development,lightningcss-win32-x64-msvc,1.31.1,MPL-2.0,true,false,manual-copyleft-review,node_modules/lightningcss-win32-x64-msvc
development,locate-path,6.0.0,MIT,false,false,permissive-or-public-domain,node_modules/locate-path
development,lodash,4.17.23,MIT,false,false,permissive-or-public-domain,node_modules/lodash
development,log-symbols,4.1.0,MIT,false,false,permissive-or-public-domain,node_modules/log-symbols
development,lowercase-keys,2.0.0,MIT,false,false,permissive-or-public-domain,node_modules/lowercase-keys
development,lru-cache,5.1.1,ISC,false,false,permissive-or-public-domain,node_modules/lru-cache
development,lz-string,1.5.0,MIT,false,false,permissive-or-public-domain,node_modules/lz-string
development,magic-string,0.30.21,MIT,false,false,permissive-or-public-domain,node_modules/magic-string
development,make-fetch-happen,14.0.3,ISC,false,false,permissive-or-public-domain,node_modules/make-fetch-happen
development,matcher,3.0.0,MIT,true,false,permissive-or-public-domain,node_modules/matcher
development,math-intrinsics,1.1.0,MIT,false,false,permissive-or-public-domain,node_modules/math-intrinsics
development,mdn-data,2.27.1,CC0-1.0,false,false,permissive-or-public-domain,node_modules/mdn-data
development,mime,2.6.0,MIT,false,false,permissive-or-public-domain,node_modules/mime
development,mime-db,1.52.0,MIT,false,false,permissive-or-public-domain,node_modules/mime-db
development,mime-types,2.1.35,MIT,false,false,permissive-or-public-domain,node_modules/mime-types
development,mimic-fn,2.1.0,MIT,false,false,permissive-or-public-domain,node_modules/mimic-fn
development,mimic-response,1.0.1,MIT,false,false,permissive-or-public-domain,node_modules/mimic-response
development,min-indent,1.0.1,MIT,false,false,permissive-or-public-domain,node_modules/min-indent
development,minimatch,10.2.4,BlueOak-1.0.0,false,false,permissive-or-public-domain,node_modules/minimatch
development,minimist,1.2.8,MIT,false,false,permissive-or-public-domain,node_modules/minimist
development,minipass,7.1.3,BlueOak-1.0.0,false,false,permissive-or-public-domain,node_modules/minipass
development,minipass-collect,2.0.1,ISC,false,false,permissive-or-public-domain,node_modules/minipass-collect
development,minipass-fetch,4.0.1,MIT,false,false,permissive-or-public-domain,node_modules/minipass-fetch
development,minipass-flush,1.0.5,ISC,false,false,permissive-or-public-domain,node_modules/minipass-flush
development,minipass-flush/node_modules/minipass,3.3.6,ISC,false,false,permissive-or-public-domain,node_modules/minipass-flush/node_modules/minipass
development,minipass-flush/node_modules/yallist,4.0.0,ISC,false,false,permissive-or-public-domain,node_modules/minipass-flush/node_modules/yallist
development,minipass-pipeline,1.2.4,ISC,false,false,permissive-or-public-domain,node_modules/minipass-pipeline
development,minipass-pipeline/node_modules/minipass,3.3.6,ISC,false,false,permissive-or-public-domain,node_modules/minipass-pipeline/node_modules/minipass
development,minipass-pipeline/node_modules/yallist,4.0.0,ISC,false,false,permissive-or-public-domain,node_modules/minipass-pipeline/node_modules/yallist
development,minipass-sized,1.0.3,ISC,false,false,permissive-or-public-domain,node_modules/minipass-sized
development,minipass-sized/node_modules/minipass,3.3.6,ISC,false,false,permissive-or-public-domain,node_modules/minipass-sized/node_modules/minipass
development,minipass-sized/node_modules/yallist,4.0.0,ISC,false,false,permissive-or-public-domain,node_modules/minipass-sized/node_modules/yallist
development,minizlib,3.1.0,MIT,false,false,permissive-or-public-domain,node_modules/minizlib
development,mkdirp,0.5.6,MIT,false,false,permissive-or-public-domain,node_modules/mkdirp
development,nanoid,3.3.11,MIT,false,false,permissive-or-public-domain,node_modules/nanoid
development,natural-compare,1.4.0,MIT,false,false,permissive-or-public-domain,node_modules/natural-compare
development,negotiator,1.0.0,MIT,false,false,permissive-or-public-domain,node_modules/negotiator
development,node-abi,4.26.0,MIT,false,false,permissive-or-public-domain,node_modules/node-abi
development,node-abi/node_modules/semver,7.7.4,ISC,false,false,permissive-or-public-domain,node_modules/node-abi/node_modules/semver
development,node-addon-api,1.7.2,MIT,true,false,permissive-or-public-domain,node_modules/node-addon-api
development,node-api-version,0.2.1,MIT,false,false,permissive-or-public-domain,node_modules/node-api-version
development,node-api-version/node_modules/semver,7.7.4,ISC,false,false,permissive-or-public-domain,node_modules/node-api-version/node_modules/semver
development,node-gyp,11.5.0,MIT,false,false,permissive-or-public-domain,node_modules/node-gyp
development,node-gyp/node_modules/semver,7.7.4,ISC,false,false,permissive-or-public-domain,node_modules/node-gyp/node_modules/semver
development,node-releases,2.0.36,MIT,false,false,permissive-or-public-domain,node_modules/node-releases
development,nopt,8.1.0,ISC,false,false,permissive-or-public-domain,node_modules/nopt
development,normalize-url,6.1.0,MIT,false,false,permissive-or-public-domain,node_modules/normalize-url
development,object-keys,1.1.1,MIT,true,false,permissive-or-public-domain,node_modules/object-keys
development,obug,2.1.1,MIT,false,false,permissive-or-public-domain,node_modules/obug
development,once,1.4.0,ISC,false,false,permissive-or-public-domain,node_modules/once
development,onetime,5.1.2,MIT,false,false,permissive-or-public-domain,node_modules/onetime
development,optionator,0.9.4,MIT,false,false,permissive-or-public-domain,node_modules/optionator
development,ora,5.4.1,MIT,false,false,permissive-or-public-domain,node_modules/ora
development,p-cancelable,2.1.1,MIT,false,false,permissive-or-public-domain,node_modules/p-cancelable
development,p-limit,3.1.0,MIT,false,false,permissive-or-public-domain,node_modules/p-limit
development,p-locate,5.0.0,MIT,false,false,permissive-or-public-domain,node_modules/p-locate
development,p-map,7.0.4,MIT,false,false,permissive-or-public-domain,node_modules/p-map
